序号,角色名,稀有度,配件1,配件2,属性,名称,图标,长图,横图
0,"夏以昼",4,"绿珥","月晖","攻击","天际线","https://patchwiki.biligame.com/images/lysk/thumb/4/40/r3936ldg7f1towasm6issidv6tad6wu.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E5%A4%A9%E9%99%85%E7%BA%BF.png","https://patchwiki.biligame.com/images/lysk/thumb/a/a6/7ocitywu789pbcph0iam9ccumo23lo9.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E5%A4%A9%E9%99%85%E7%BA%BF.png","https://patchwiki.biligame.com/images/lysk/thumb/c/c6/7gjv389874y5qmpsycx2dn341xp3mrw.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E5%A4%A9%E9%99%85%E7%BA%BF.png"
0,"夏以昼",4,"红漪","月晖","生命","戏中局外","https://patchwiki.biligame.com/images/lysk/thumb/d/d8/k197qgb4tna5gd8wqrd19uhds5qq188.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%88%8F%E4%B8%AD%E5%B1%80%E5%A4%96.png","https://patchwiki.biligame.com/images/lysk/thumb/5/52/oj3mc93s5ro05rx3m8fny002ztkfpef.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%88%8F%E4%B8%AD%E5%B1%80%E5%A4%96.png","https://patchwiki.biligame.com/images/lysk/thumb/6/6f/g97pr3h3th9aqvf5sspygmwxmgx9aky.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E6%88%8F%E4%B8%AD%E5%B1%80%E5%A4%96.png"
0,"夏以昼",4,"粉珀","月晖","攻击","绕金枝","https://patchwiki.biligame.com/images/lysk/thumb/1/16/2c6wgmpc21aqris4ykxbkyfie0h5t65.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E7%BB%95%E9%87%91%E6%9E%9D.png","https://patchwiki.biligame.com/images/lysk/thumb/c/c3/dukt32tgpodjh4fnpidp5gtibhvmiqf.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E7%BB%95%E9%87%91%E6%9E%9D.png","https://patchwiki.biligame.com/images/lysk/thumb/3/3e/oizjd46te6nyyvkqtbbffdr3dfyfu10.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E7%BB%95%E9%87%91%E6%9E%9D.png"
0,"夏以昼",4,"蓝弧","月晖","生命","适配流言","https://patchwiki.biligame.com/images/lysk/thumb/f/fe/1ul8bbu7np3jlzx0gxvvupby7jtsrlz.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%80%82%E9%85%8D%E6%B5%81%E8%A8%80.png","https://patchwiki.biligame.com/images/lysk/thumb/a/ab/if929pmovuqbj5zy3v2r47xnqm7vhzd.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%80%82%E9%85%8D%E6%B5%81%E8%A8%80.png","https://patchwiki.biligame.com/images/lysk/thumb/8/8b/ht51dm77a7i05tu7ei6dfnxpr4zdxz0.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E9%80%82%E9%85%8D%E6%B5%81%E8%A8%80.png"
0,"夏以昼",4,"红漪","月晖","防御","预支约定","https://patchwiki.biligame.com/images/lysk/thumb/9/93/2pkheal9x30fjv74tm8qmi250kl3asn.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%A2%84%E6%94%AF%E7%BA%A6%E5%AE%9A.png","https://patchwiki.biligame.com/images/lysk/thumb/4/4c/5bp9dq0rmsbr0fzv2z14ir9gxxvber4.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%A2%84%E6%94%AF%E7%BA%A6%E5%AE%9A.png","https://patchwiki.biligame.com/images/lysk/thumb/5/5f/qt9qap3tzfdnmc7qrmbgntfnkrtvznb.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E9%A2%84%E6%94%AF%E7%BA%A6%E5%AE%9A.png"
0,"沈星回",4,"蓝弧","月晖","生命","两心同","https://patchwiki.biligame.com/images/lysk/thumb/9/9e/283xlqskavabeb0xir42u2xjk89nqks.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E4%B8%A4%E5%BF%83%E5%90%8C.png","https://patchwiki.biligame.com/images/lysk/thumb/4/4a/t1dgggftuyf19p3h1pqfn9oho07mt7d.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E4%B8%A4%E5%BF%83%E5%90%8C.png","https://patchwiki.biligame.com/images/lysk/thumb/2/20/ix6hh24rv2ogsomv1bdedyaef9tag5i.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E4%B8%A4%E5%BF%83%E5%90%8C.png"
0,"祁煜",4,"绿珥","月晖","生命","一剪春","https://patchwiki.biligame.com/images/lysk/thumb/4/4d/n2mrgvjxtwc9ghpbf61lkuk9sdzgosb.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E4%B8%80%E5%89%AA%E6%98%A5.png","https://patchwiki.biligame.com/images/lysk/thumb/1/13/80n9ir7hzco8s38o4e6qb0j4ghysv8e.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E4%B8%80%E5%89%AA%E6%98%A5.png","https://patchwiki.biligame.com/images/lysk/thumb/1/18/afe7gh8097y51okh6694hkc6xe632rn.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E4%B8%80%E5%89%AA%E6%98%A5.png"
0,"秦彻",4,"紫辉","月晖","攻击","人间事","https://patchwiki.biligame.com/images/lysk/thumb/d/d5/9e0c7tiuhooxmppd6v28y0reavn38rv.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E4%BA%BA%E9%97%B4%E4%BA%8B.png","https://patchwiki.biligame.com/images/lysk/thumb/5/55/0p5kac9vg774bk738py6lqdc1lm7xqg.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E4%BA%BA%E9%97%B4%E4%BA%8B.png","https://patchwiki.biligame.com/images/lysk/thumb/e/ed/dixep6qyd2vwfsa2j2kbxy1yw00dlty.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E4%BA%BA%E9%97%B4%E4%BA%8B.png"
0,"黎深",4,"紫辉","月晖","生命","声声惜","https://patchwiki.biligame.com/images/lysk/thumb/9/95/agbocx9xsfv0ph74b25s2q8aydlxewg.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E5%A3%B0%E5%A3%B0%E6%83%9C.png","https://patchwiki.biligame.com/images/lysk/thumb/6/6c/9goofhsfcgqz5lntlvfjl7fkxjbtj1f.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E5%A3%B0%E5%A3%B0%E6%83%9C.png","https://patchwiki.biligame.com/images/lysk/thumb/a/a3/0v3qd82i9y24ughj77ww0kbw8syf14v.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E5%A3%B0%E5%A3%B0%E6%83%9C.png"
0,"夏以昼",4,"红漪","日冕","防御","长昼如昨","https://patchwiki.biligame.com/images/lysk/thumb/5/58/5aq3g6oyhyf0mlu2d2d3vbraxk8m87v.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%95%BF%E6%98%BC%E5%A6%82%E6%98%A8.png","https://patchwiki.biligame.com/images/lysk/thumb/1/1a/hlj4b2hz6bl8sm6ubjoiuanfmtcczsw.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%95%BF%E6%98%BC%E5%A6%82%E6%98%A8.png","https://patchwiki.biligame.com/images/lysk/thumb/4/4a/25n97ynr334ebqeflhprqemp68o6dex.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E9%95%BF%E6%98%BC%E5%A6%82%E6%98%A8.png"
0,"夏以昼",4,"红漪","日冕","防御","长昼顷刻","https://patchwiki.biligame.com/images/lysk/thumb/d/d1/hluy1g7fn11ilaq9jru94xvi23mhlak.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%95%BF%E6%98%BC%E9%A1%B7%E5%88%BB.png","https://patchwiki.biligame.com/images/lysk/thumb/e/e1/nr1s5otdq9pv8eutalsuusvq2cba864.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%95%BF%E6%98%BC%E9%A1%B7%E5%88%BB.png","https://patchwiki.biligame.com/images/lysk/thumb/1/1f/a6dmxw2oh0ddll5md50q7umrw88diat.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E9%95%BF%E6%98%BC%E9%A1%B7%E5%88%BB.png"
0,"夏以昼",3,"紫辉","月晖","防御","保持联络","https://patchwiki.biligame.com/images/lysk/thumb/6/6a/tlp639dhm4hy9dzpr52di6v4mglso2l.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E4%BF%9D%E6%8C%81%E8%81%94%E7%BB%9C.png","https://patchwiki.biligame.com/images/lysk/thumb/a/a6/3fzbxwixz1xqb828p2j6ck0g7six8zz.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E4%BF%9D%E6%8C%81%E8%81%94%E7%BB%9C.png",""
0,"夏以昼",3,"蓝弧","月晖","生命","字句沉浸","https://patchwiki.biligame.com/images/lysk/thumb/f/f0/ge2v7f4qi2nx9e6333r0xm8jqoehpqk.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E5%AD%97%E5%8F%A5%E6%B2%89%E6%B5%B8.png","https://patchwiki.biligame.com/images/lysk/thumb/a/aa/i8yb9h5pmt4v4scaqm2a03vjh3b5z8e.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E5%AD%97%E5%8F%A5%E6%B2%89%E6%B5%B8.png",""
0,"夏以昼",3,"红漪","月晖","防御","能量满格","https://patchwiki.biligame.com/images/lysk/thumb/a/a8/5254kzgbtio73pcu3t6bgq27x5jm5k9.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E8%83%BD%E9%87%8F%E6%BB%A1%E6%A0%BC.png","https://patchwiki.biligame.com/images/lysk/thumb/c/cc/hm9voq89zrn6aved3pht835x7lz9xrn.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E8%83%BD%E9%87%8F%E6%BB%A1%E6%A0%BC.png",""
0,"夏以昼",3,"绿珥","月晖","攻击","遥想","https://patchwiki.biligame.com/images/lysk/thumb/9/9d/hd6f5tl6c1oprcpogwln3h36f82qqn3.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%81%A5%E6%83%B3.png","https://patchwiki.biligame.com/images/lysk/thumb/4/43/aoyqfd4o60ooauiedn8bmxcvb6j6m0p.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%81%A5%E6%83%B3.png",""
0,"夏以昼",3,"紫辉","日冕","攻击","会心一击","https://patchwiki.biligame.com/images/lysk/thumb/a/a3/m2sddz0q47089kv9x2x6hx77x5iqpt8.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E4%BC%9A%E5%BF%83%E4%B8%80%E5%87%BB.png","https://patchwiki.biligame.com/images/lysk/thumb/f/f8/ixjern6badmrp63ualwt1v9jzta652u.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E4%BC%9A%E5%BF%83%E4%B8%80%E5%87%BB.png",""
0,"夏以昼",3,"红漪","日冕","生命","满分苹果","https://patchwiki.biligame.com/images/lysk/thumb/b/b3/jn7cku6dzv4924q5rpass2zd07a3xdj.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%BB%A1%E5%88%86%E8%8B%B9%E6%9E%9C.png","https://patchwiki.biligame.com/images/lysk/thumb/b/bf/sulnucag6yggf6ymo4pmpighmktdl8j.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%BB%A1%E5%88%86%E8%8B%B9%E6%9E%9C.png",""
0,"沈星回",4,"红漪","月晖","攻击","恋爱症候","https://patchwiki.biligame.com/images/lysk/thumb/4/48/q5f38xafwdkeuhju597k5f33tx9mss9.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%81%8B%E7%88%B1%E7%97%87%E5%80%99.png","https://patchwiki.biligame.com/images/lysk/thumb/0/0d/lrsjxwx1xachaphnv9z2fpigllfzwk7.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%81%8B%E7%88%B1%E7%97%87%E5%80%99.png","https://patchwiki.biligame.com/images/lysk/thumb/a/a0/3syxisfwrvp0g2c5t7dwjjiwo4tcxdo.png/107px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E6%81%8B%E7%88%B1%E7%97%87%E5%80%99.png"
0,"黎深",4,"粉珀","月晖","攻击","寸步氤氲","https://patchwiki.biligame.com/images/lysk/thumb/8/85/bka4tda03b74uovfnkl6dwo4kcjw5gc.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E5%AF%B8%E6%AD%A5%E6%B0%A4%E6%B0%B2.png","https://patchwiki.biligame.com/images/lysk/thumb/2/2d/luah3swq2ggm8v29uw1fqk7wwv5omjv.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E5%AF%B8%E6%AD%A5%E6%B0%A4%E6%B0%B2.png","https://patchwiki.biligame.com/images/lysk/thumb/b/bc/e4kfxnsn0mpi5s977ebdngy0p1lp25z.png/107px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E5%AF%B8%E6%AD%A5%E6%B0%A4%E6%B0%B2.png"
0,"沈星回",5,"紫辉","月晖","生命","雾色勾勒","https://patchwiki.biligame.com/images/lysk/thumb/e/ec/6pw12150jwz3an4bfhmp2itmobztktu.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%9B%BE%E8%89%B2%E5%8B%BE%E5%8B%92.png","https://patchwiki.biligame.com/images/lysk/thumb/e/e6/0u7s0c9yrkw5yit00hajd6t0hbdq2dh.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%9B%BE%E8%89%B2%E5%8B%BE%E5%8B%92.png","https://patchwiki.biligame.com/images/lysk/thumb/8/8f/jsxn7tkvz4erygnxnnr4b86dlln7qm7.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E9%9B%BE%E8%89%B2%E5%8B%BE%E5%8B%92.jpg"
0,"祁煜",5,"绿珥","月晖","防御","潮间带","https://patchwiki.biligame.com/images/lysk/thumb/4/43/d0g4e11t0p33po2yorlmk2erf4o76in.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%BD%AE%E9%97%B4%E5%B8%A6.png","https://patchwiki.biligame.com/images/lysk/thumb/2/21/9ldbhaqu50vqt4ypq6pkzamu8cees32.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%BD%AE%E9%97%B4%E5%B8%A6.png","https://patchwiki.biligame.com/images/lysk/thumb/5/50/lo2yvk3vpvi31m7e8u092gidy7vwnor.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E6%BD%AE%E9%97%B4%E5%B8%A6.jpg"
0,"秦彻",5,"粉珀","月晖","生命","潜入夜","https://patchwiki.biligame.com/images/lysk/thumb/5/52/72nfza8rx6u8ti7gm9vbhexx4u0yeoe.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%BD%9C%E5%85%A5%E5%A4%9C.png","https://patchwiki.biligame.com/images/lysk/thumb/f/fa/7p11za7j2r1fxejv0qo31lf4poruerw.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%BD%9C%E5%85%A5%E5%A4%9C.png","https://patchwiki.biligame.com/images/lysk/thumb/e/e3/b0n91p374slxa1uwbe1igkbzf8qjotn.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E6%BD%9C%E5%85%A5%E5%A4%9C.jpg"
0,"黎深",5,"绿珥","月晖","生命","零下沸点","https://patchwiki.biligame.com/images/lysk/thumb/6/6a/3ktkcyz64cubzxw7vy3cgzsrkq5zqc3.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%9B%B6%E4%B8%8B%E6%B2%B8%E7%82%B9.png","https://patchwiki.biligame.com/images/lysk/thumb/8/85/h6xbr9m91vntl23z03nfg3rbpn753gj.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%9B%B6%E4%B8%8B%E6%B2%B8%E7%82%B9.png","https://patchwiki.biligame.com/images/lysk/thumb/2/25/jpbepsehreska6z5x8s1maakdl98x0f.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E9%9B%B6%E4%B8%8B%E6%B2%B8%E7%82%B9.jpg"
0,"沈星回",4,"粉珀","月晖","生命","逆旅不归人","https://patchwiki.biligame.com/images/lysk/thumb/a/aa/c10byt54nua0shqmy9blqn1ymvt521j.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%80%86%E6%97%85%E4%B8%8D%E5%BD%92%E4%BA%BA.png","https://patchwiki.biligame.com/images/lysk/thumb/e/e7/o2rfa45n6rt7s5vf5spgyrdcvuj42dz.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%80%86%E6%97%85%E4%B8%8D%E5%BD%92%E4%BA%BA.png","https://patchwiki.biligame.com/images/lysk/thumb/9/94/jipkfxfjg0r17x2rxvvyqylug72dclz.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E9%80%86%E6%97%85%E4%B8%8D%E5%BD%92%E4%BA%BA.png"
0,"沈星回",4,"黄璃","月晖","生命","预谋心动","https://patchwiki.biligame.com/images/lysk/thumb/9/95/fbhl54tt4xzbbujupqdcjjdaqf1cm3p.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%A2%84%E8%B0%8B%E5%BF%83%E5%8A%A8.png","https://patchwiki.biligame.com/images/lysk/thumb/f/fe/1w0to1q3y54vp8ehfnom943easesq01.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%A2%84%E8%B0%8B%E5%BF%83%E5%8A%A8.png","https://patchwiki.biligame.com/images/lysk/thumb/8/88/0tr64089be1xvhut47bda3d32k1tqw6.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E9%A2%84%E8%B0%8B%E5%BF%83%E5%8A%A8.png"
0,"祁煜",4,"红漪","月晖","生命","应许燎原日","https://patchwiki.biligame.com/images/lysk/thumb/7/7d/m004enqe2shz7pg2ew934fnllkerlm0.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E5%BA%94%E8%AE%B8%E7%87%8E%E5%8E%9F%E6%97%A5.png","https://patchwiki.biligame.com/images/lysk/thumb/a/af/py0rhy83xlpz3matlac675ee5i69q1b.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E5%BA%94%E8%AE%B8%E7%87%8E%E5%8E%9F%E6%97%A5.png","https://patchwiki.biligame.com/images/lysk/thumb/4/4d/mtfd2v9uqjfapecq7j0398kvjfgczqd.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E5%BA%94%E8%AE%B8%E7%87%8E%E5%8E%9F%E6%97%A5.png"
0,"祁煜",4,"黄璃","月晖","攻击","轻叩心扉","https://patchwiki.biligame.com/images/lysk/thumb/b/b5/t8whdphxhpikrovnoo7uj9v04s9995f.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E8%BD%BB%E5%8F%A9%E5%BF%83%E6%89%89.png","https://patchwiki.biligame.com/images/lysk/thumb/b/b6/9r8x3azm178jh6x12j4ggjbvewpsf1x.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E8%BD%BB%E5%8F%A9%E5%BF%83%E6%89%89.png","https://patchwiki.biligame.com/images/lysk/thumb/a/a6/hbndzs8qumay1vhsp7vbadjp0pf94pm.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E8%BD%BB%E5%8F%A9%E5%BF%83%E6%89%89.png"
0,"秦彻",4,"蓝弧","月晖","攻击","妄夜将近时","https://patchwiki.biligame.com/images/lysk/thumb/4/42/t2hy1bqzycpdnxtwn9eebm5hpcvhnz8.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E5%A6%84%E5%A4%9C%E5%B0%86%E8%BF%91%E6%97%B6.png","https://patchwiki.biligame.com/images/lysk/thumb/e/e0/3c5zml4mn10tkm76xxkoievum1yw66l.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E5%A6%84%E5%A4%9C%E5%B0%86%E8%BF%91%E6%97%B6.png","https://patchwiki.biligame.com/images/lysk/thumb/a/a3/c1hz5giqzumws82dsg2jw99e698a5e8.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E5%A6%84%E5%A4%9C%E5%B0%86%E8%BF%91%E6%97%B6.png"
0,"秦彻",4,"红漪","月晖","防御","独占心野","https://patchwiki.biligame.com/images/lysk/thumb/7/72/ihbksb246vsp5qdexmnhdtf24lgbd6t.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E7%8B%AC%E5%8D%A0%E5%BF%83%E9%87%8E.png","https://patchwiki.biligame.com/images/lysk/thumb/1/13/kfvajfkpdxdgmty3kc6rn0c0r9j7u4g.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E7%8B%AC%E5%8D%A0%E5%BF%83%E9%87%8E.png","https://patchwiki.biligame.com/images/lysk/thumb/2/27/ca495tg2vx4wort5yzzgvpvil9fz7gg.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E7%8B%AC%E5%8D%A0%E5%BF%83%E9%87%8E.png"
0,"黎深",4,"红漪","月晖","生命","堆叠心跳","https://patchwiki.biligame.com/images/lysk/thumb/6/6e/46j1xn9o8hduibx4w5h92qb5ccjxvku.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E5%A0%86%E5%8F%A0%E5%BF%83%E8%B7%B3.png","https://patchwiki.biligame.com/images/lysk/thumb/c/c9/imgav9az2a3wytt200hw61mcsv1zom7.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E5%A0%86%E5%8F%A0%E5%BF%83%E8%B7%B3.png","https://patchwiki.biligame.com/images/lysk/thumb/8/8a/3g1eyqvlwikyg5lybirw1gzxovsqt45.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E5%A0%86%E5%8F%A0%E5%BF%83%E8%B7%B3.png"
0,"黎深",4,"黄璃","月晖","生命","缄默宇宙诗","https://patchwiki.biligame.com/images/lysk/thumb/b/ba/de2lb56jesrwabfpwvo3mxn4l3mmwvz.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E7%BC%84%E9%BB%98%E5%AE%87%E5%AE%99%E8%AF%97.png","https://patchwiki.biligame.com/images/lysk/thumb/5/54/m93qo3omw5mjjdyrgqhndk5kdvjqna0.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E7%BC%84%E9%BB%98%E5%AE%87%E5%AE%99%E8%AF%97.png","https://patchwiki.biligame.com/images/lysk/thumb/a/a1/9wlhlnxqodoyxg89yuegd37kci6pxnc.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E7%BC%84%E9%BB%98%E5%AE%87%E5%AE%99%E8%AF%97.png"
0,"沈星回",5,"红漪","月晖","防御","银瀑奏鸣","https://patchwiki.biligame.com/images/lysk/thumb/8/87/84srcdt314679q9nhz6gaejvfcpe3e1.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%93%B6%E7%80%91%E5%A5%8F%E9%B8%A3.png","https://patchwiki.biligame.com/images/lysk/thumb/a/a1/oxfoo7apcv4swc3mdm1zzyzanwuh80s.png/58px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%93%B6%E7%80%91%E5%A5%8F%E9%B8%A3.png","https://patchwiki.biligame.com/images/lysk/thumb/8/8d/dltvvnl708be82a20tbkenzddqb1vdi.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E9%93%B6%E7%80%91%E5%A5%8F%E9%B8%A3.jpg.png"
0,"黎深",5,"粉珀","月晖","攻击","抵此心上","https://patchwiki.biligame.com/images/lysk/thumb/c/ce/lhkwj6jx9yztuq706jcfxcey8ha5lix.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%8A%B5%E6%AD%A4%E5%BF%83%E4%B8%8A.png","https://patchwiki.biligame.com/images/lysk/thumb/d/d9/s3ocn7k92azegm5a9cr4zgkzcogt7e0.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%8A%B5%E6%AD%A4%E5%BF%83%E4%B8%8A.png","https://patchwiki.biligame.com/images/lysk/thumb/7/76/6eg7zdhnul6lwo8txud1q3vggmdn9io.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E6%8A%B5%E6%AD%A4%E5%BF%83%E4%B8%8A.jpg"
0,"沈星回",5,"黄璃","月晖","生命","离群远航","https://patchwiki.biligame.com/images/lysk/thumb/f/ff/d4lfl2a4kgh3o0but8uw40azz0tlgud.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E7%A6%BB%E7%BE%A4%E8%BF%9C%E8%88%AA.png","https://patchwiki.biligame.com/images/lysk/thumb/c/cf/0e3hjhfgp19yrjd8al7badu9pk9ou62.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E7%A6%BB%E7%BE%A4%E8%BF%9C%E8%88%AA.png","https://patchwiki.biligame.com/images/lysk/thumb/1/11/7dq3pe550wjkx75moa0g5mfnrc7tl2l.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E7%A6%BB%E7%BE%A4%E8%BF%9C%E8%88%AA.jpg"
